question_template,program,state,model,run_number,prompt_sent,response_json,answer_extracted,source,confidence,timestamp,error
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,RI,google/gemma-4-26b-a4b-it,2,"In Rhode Island, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
 ""answer"": ""Under the Rhode Island Access to Information Act (RTIA), agencies must respond to public records requests within ten (10) business days. If the agency is unable to respond within this timeframe, they must notify the requester of the delay and provide a reason for the extension."",
 ""source"": ""Rhode Island Department of Administration, Division of Administration - Rhode Island Access to Information Act"",
 ""confidence"": ""high""
}
```","Under the Rhode Island Access to Information Act (RTIA), agencies must respond to public records requests within ten (10) business days. If the agency is unable to respond within this timeframe, they must notify the requester of the delay and provide a reason for the extension.","Rhode Island Department of Administration, Division of Administration - Rhode Island Access to Information Act",high,2026-04-20T03:53:28.985499+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,RI,google/gemma-4-26b-a4b-it,3,"In Rhode Island, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
 ""answer"": ""Under the Rhode Island Access to Information Act (AIA), state agencies are required to respond to public records requests within ten (10) business days. If the agency cannot provide the records within this timeframe, they must notify the requester in writing, stating the reasons for the delay and providing a reasonable expectation of when the records will be available."",
 ""source"": ""Rhode Island General Assembly - Rhode Island Access to Information Act (R.I. Gen. Laws § 38-2)"",
 ""confidence"": ""high""
}
```","Under the Rhode Island Access to Information Act (AIA), state agencies are required to respond to public records requests within ten (10) business days. If the agency cannot provide the records within this timeframe, they must notify the requester in writing, stating the reasons for the delay and providing a reasonable expectation of when the records will be available.",Rhode Island General Assembly - Rhode Island Access to Information Act (R.I. Gen. Laws § 38-2),high,2026-04-20T03:53:34.544680+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,RI,google/gemma-4-26b-a4b-it,4,"In Rhode Island, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
  ""answer"": ""In Rhode Island, agencies are required to respond to public records requests within 10 business days. If the agency is unable to respond within this timeframe, they must provide a written explanation for the delay and an estimated date by which the response will be provided."",
  ""source"": ""Rhode Island Office of the Attorney General - Access to Public Records Act (APRA)"",
  ""confidence"": ""high""
}
```","In Rhode Island, agencies are required to respond to public records requests within 10 business days. If the agency is unable to respond within this timeframe, they must provide a written explanation for the delay and an estimated date by which the response will be provided.",Rhode Island Office of the Attorney General - Access to Public Records Act (APRA),high,2026-04-20T03:53:39.402664+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,RI,google/gemma-4-26b-a4b-it,5,"In Rhode Island, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
  ""answer"": ""In Rhode Island, public records requests (including those regarding Medicaid) are governed by the Access to Public Records Act (APRA). Agencies are required to respond to requests within ten (10) business days. This response must either provide the requested records, deny the request, or provide a written explanation of why the request cannot be fulfilled at that time."",
  ""source"": ""Rhode Island Office of the Attorney General - Access to Public Records Act (APRA)"",
  ""confidence"": ""high""
}
```","In Rhode Island, public records requests (including those regarding Medicaid) are governed by the Access to Public Records Act (APRA). Agencies are required to respond to requests within ten (10) business days. This response must either provide the requested records, deny the request, or provide a written explanation of why the request cannot be fulfilled at that time.",Rhode Island Office of the Attorney General - Access to Public Records Act (APRA),high,2026-04-20T03:53:44.834106+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,CA,google/gemma-4-26b-a4b-it,1,"In California, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
  ""answer"": ""In California, public records requests are governed by the California Public Records Act (CPRA). Agencies are required to respond to a request for records within 10 days. This response must either notify the requester that the request has been received and is being processed, deny the request, or notify the requester that certain portions of the request are exempt from disclosure. The 10-day period is for an initial response/determination, not necessarily for the full production of all records, which may take longer depending on the complexity of the request and extensions allowed under the law."",
  ""source"": ""California Department of Justice - California Public Records Act (https://oag.ca.gov/public-records)"",
  ""confidence"": ""high""
}
```","In California, public records requests are governed by the California Public Records Act (CPRA). Agencies are required to respond to a request for records within 10 days. This response must either notify the requester that the request has been received and is being processed, deny the request, or notify the requester that certain portions of the request are exempt from disclosure. The 10-day period is for an initial response/determination, not necessarily for the full production of all records, which may take longer depending on the complexity of the request and extensions allowed under the law.",California Department of Justice - California Public Records Act (https://oag.ca.gov/public-records),high,2026-04-20T03:53:51.520174+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,CA,google/gemma-4-26b-a4b-it,2,"In California, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
  ""answer"": ""In California, public records requests are governed by the California Public Records Act (CPRA). Under the CPRA, a public agency must notify the requester in writing within 10 days of receiving the request, stating whether the request has been granted, denied, or if a clarification is needed. The agency then has 10 days from that notification to determine whether to comply with the request, though they may seek an extension of time if they demonstrate substantial compelling reasons."",
  ""source"": ""https://leginfo.legislature.ca.gov/faces/codes_displayText.xhtml?division=3.&part=1.&lawCode=GOV&title=2.&object=0"",
  ""confidence"": ""high""
}
```","In California, public records requests are governed by the California Public Records Act (CPRA). Under the CPRA, a public agency must notify the requester in writing within 10 days of receiving the request, stating whether the request has been granted, denied, or if a clarification is needed. The agency then has 10 days from that notification to determine whether to comply with the request, though they may seek an extension of time if they demonstrate substantial compelling reasons.",https://leginfo.legislature.ca.gov/faces/codes_displayText.xhtml?division=3.&part=1.&lawCode=GOV&title=2.&object=0,high,2026-04-20T03:54:03.522534+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,CA,google/gemma-4-26b-a4b-it,3,"In California, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
 ""answer"": ""In California, public records requests are governed by the California Public Records Act (CPRA). Under the CPRA, a public agency must respond to a request within 10 days. This response must either notify the requester that the request has been received and will be processed, or notify the requester that the request is being denied in whole or in part. This 10-day response is not a deadline for the actual production of records, but rather a deadline for an initial determination."",
 ""source"": ""https://leginfo.legislature.ca.gov/faces/codes_displayText.xhtml?division=3.&part=1.&lawCode=GOV&object=California_Government_Code%216000-%216499.xhtml"",
 ""confidence"": ""high""
}
```","In California, public records requests are governed by the California Public Records Act (CPRA). Under the CPRA, a public agency must respond to a request within 10 days. This response must either notify the requester that the request has been received and will be processed, or notify the requester that the request is being denied in whole or in part. This 10-day response is not a deadline for the actual production of records, but rather a deadline for an initial determination.",https://leginfo.legislature.ca.gov/faces/codes_displayText.xhtml?division=3.&part=1.&lawCode=GOV&object=California_Government_Code%216000-%216499.xhtml,high,2026-04-20T03:54:16.766874+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,CA,google/gemma-4-26b-a4b-it,4,"In California, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
  ""answer"": ""Under the California Public Records Act (CPRA), state agencies are required to respond to a public records request within 10 days. This response must either notify the requester that the request has been received and is being processed, deny the request, or notify the requester that more information is needed to identify the records. However, the agency may extend this period by an additional 14 days if it is reasonably described that the request requires extensive searching or compilation, provided they notify the requester of the extension within the initial 10-day period."",
  ""source"": ""California State Archives (https://archives.ca.gov/)"",
  ""confidence"": ""high""
}
```","Under the California Public Records Act (CPRA), state agencies are required to respond to a public records request within 10 days. This response must either notify the requester that the request has been received and is being processed, deny the request, or notify the requester that more information is needed to identify the records. However, the agency may extend this period by an additional 14 days if it is reasonably described that the request requires extensive searching or compilation, provided they notify the requester of the extension within the initial 10-day period.",California State Archives (https://archives.ca.gov/),high,2026-04-20T03:54:28.188555+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,CA,google/gemma-4-26b-a4b-it,5,"In California, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
 ""answer"": ""In California, public records requests are governed by the California Public Records Act (CPRA). Under the CPRA, a public agency must respond to a request within 10 days. This response must either notify the requester that the request has been received and will be processed, or notify the requester that the request is being denied in whole or in part."",
 ""source"": ""California State Legislature - California Public Records Act (Government Code Section 7920.000 et seq.)"",
 ""confidence"": ""high""
}
```","In California, public records requests are governed by the California Public Records Act (CPRA). Under the CPRA, a public agency must respond to a request within 10 days. This response must either notify the requester that the request has been received and will be processed, or notify the requester that the request is being denied in whole or in part.",California State Legislature - California Public Records Act (Government Code Section 7920.000 et seq.),high,2026-04-20T03:54:37.858546+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,google/gemma-4-26b-a4b-it,1,"In New York, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
 ""answer"": ""Under the New York Freedom of Information Law (FOIL), agencies are required to respond to public records requests within five business days. In this response, the agency must either grant the request, deny it, or provide a date when the request will be granted or denied. If a request is denied, the agency must provide the specific reason for the denial."",
 ""source"": ""New York State Committee on Open Government (https://opencm.ny.gov/foil/foil-basics)"",
 ""confidence"": ""high""
}
```","Under the New York Freedom of Information Law (FOIL), agencies are required to respond to public records requests within five business days. In this response, the agency must either grant the request, deny it, or provide a date when the request will be granted or denied. If a request is denied, the agency must provide the specific reason for the denial.",New York State Committee on Open Government (https://opencm.ny.gov/foil/foil-basics),high,2026-04-20T03:54:42.977794+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,google/gemma-4-26b-a4b-it,2,"In New York, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
  ""answer"": ""Under the New York Freedom of Information Law (FOIL), agencies are required to respond to public records requests within five business days. The response must either grant or deny the request, or provide a specific date by which the agency expects to be able to respond."",
  ""source"": ""New York State Committee on Open Government (https://open.ny.gov/foil)"",
  ""confidence"": ""high""
}
```","Under the New York Freedom of Information Law (FOIL), agencies are required to respond to public records requests within five business days. The response must either grant or deny the request, or provide a specific date by which the agency expects to be able to respond.",New York State Committee on Open Government (https://open.ny.gov/foil),high,2026-04-20T03:54:50.724527+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,google/gemma-4-26b-a4b-it,3,"In New York, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
  ""answer"": ""In New York, public records requests are governed by the Freedom of Information Law (FOIL). Under FOIL, agencies are required to respond to a request within five business days. The response must either grant or deny the request, or provide a reasonable estimate of the time it will take to comply."",
  ""source"": ""https://open.ny.gov/freedom-information-law-foil"",
  ""confidence"": ""high""
}
```","In New York, public records requests are governed by the Freedom of Information Law (FOIL). Under FOIL, agencies are required to respond to a request within five business days. The response must either grant or deny the request, or provide a reasonable estimate of the time it will take to comply.",https://open.ny.gov/freedom-information-law-foil,high,2026-04-20T03:54:58.266704+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,google/gemma-4-26b-a4b-it,4,"In New York, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
  ""answer"": ""Under the New York Freedom of Information Law (FOIL), agencies are required to respond to public records requests within five business days. This response must either grant or deny the request, or provide a reasonable estimate of when the records will be available if they cannot be produced immediately. While the specific time to fulfill the request can vary based on the volume and complexity of the records, the initial response timeline is five business days."",
  ""source"": ""https://www.dos.ny.gov/freedom-information-law"",
  ""confidence"": ""high""
}
```","Under the New York Freedom of Information Law (FOIL), agencies are required to respond to public records requests within five business days. This response must either grant or deny the request, or provide a reasonable estimate of when the records will be available if they cannot be produced immediately. While the specific time to fulfill the request can vary based on the volume and complexity of the records, the initial response timeline is five business days.",https://www.dos.ny.gov/freedom-information-law,high,2026-04-20T03:55:05.798576+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,google/gemma-4-26b-a4b-it,5,"In New York, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
  ""answer"": ""Under the New York Freedom of Information Law (FOIL), agencies are required to respond to public records requests within five business days. This response must either grant or deny the request, or provide a reasonable estimate of when the records will be available. However, the law allows for extensions if the request is voluminous or requires extensive searching."",
  ""source"": ""New York State Committee on Open Government (https://opengov.ny.gov/freedom-information-law-foil)"",
  ""confidence"": ""high""
}
```","Under the New York Freedom of Information Law (FOIL), agencies are required to respond to public records requests within five business days. This response must either grant or deny the request, or provide a reasonable estimate of when the records will be available. However, the law allows for extensions if the request is voluminous or requires extensive searching.",New York State Committee on Open Government (https://opengov.ny.gov/freedom-information-law-foil),high,2026-04-20T03:55:12.438205+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,google/gemma-4-26b-a4b-it,1,"In Texas, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
  ""answer"": ""Under the Texas Public Information Act (TPIA), a governmental body must promptly notify the requesting official of its determination not to release the information or of any part thereof requested, or of any specific exception taken to the information. If the agency intends to withhold information based on an exception, it must seek a ruling from the Office of the Attorney General within 10 business days after receiving the request."",
  ""source"": ""Texas Attorney General - Public Information Act (https://www.texasattorneygeneral.gov/public-information)"",
  ""confidence"": ""high""
}
```","Under the Texas Public Information Act (TPIA), a governmental body must promptly notify the requesting official of its determination not to release the information or of any part thereof requested, or of any specific exception taken to the information. If the agency intends to withhold information based on an exception, it must seek a ruling from the Office of the Attorney General within 10 business days after receiving the request.",Texas Attorney General - Public Information Act (https://www.texasattorneygeneral.gov/public-information),high,2026-04-20T03:55:18.477130+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,google/gemma-4-26b-a4b-it,2,"In Texas, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
  ""answer"": ""Under the Texas Public Information Act, a governmental body must promptly produce the information requested. If the information is not promptly produced, the governmental body must seek an attorney general decision within 10 business days to withhold the information."",
  ""source"": ""Texas Attorney General - Public Information Act"",
  ""confidence"": ""high""
}
```","Under the Texas Public Information Act, a governmental body must promptly produce the information requested. If the information is not promptly produced, the governmental body must seek an attorney general decision within 10 business days to withhold the information.",Texas Attorney General - Public Information Act,high,2026-04-20T03:55:23.101238+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,google/gemma-4-26b-a4b-it,3,"In Texas, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
 ""answer"": ""In Texas, under the Public Information Act, a governmental body must promptly release information that is not excepted from disclosure. If the agency intends to withhold information based on an exception, it must request an attorney general opinion within 10 business days after receiving the request. While there is no specific mandated number of days for a 'response' to a simple request, the 10-day rule governs the process for deciding whether information can be withheld."",
 ""source"": ""Texas Attorney General - Public Information Act"",
 ""confidence"": ""high""
}
```","In Texas, under the Public Information Act, a governmental body must promptly release information that is not excepted from disclosure. If the agency intends to withhold information based on an exception, it must request an attorney general opinion within 10 business days after receiving the request. While there is no specific mandated number of days for a 'response' to a simple request, the 10-day rule governs the process for deciding whether information can be withheld.",Texas Attorney General - Public Information Act,high,2026-04-20T03:55:27.679161+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,google/gemma-4-26b-a4b-it,4,"In Texas, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
 ""answer"": ""Under the Texas Public Information Act (TPIA), a governmental body must promptly notify the requesting official of the date by which it will take action on the request. If the agency intends to withhold information, it must request an open records decision from the Office of the Attorney General within 10 business days after receiving the request."",
 ""source"": ""Texas Attorney General - Public Information Act"",
 ""confidence"": ""high""
}
```","Under the Texas Public Information Act (TPIA), a governmental body must promptly notify the requesting official of the date by which it will take action on the request. If the agency intends to withhold information, it must request an open records decision from the Office of the Attorney General within 10 business days after receiving the request.",Texas Attorney General - Public Information Act,high,2026-04-20T03:55:32.751136+00:00,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,google/gemma-4-26b-a4b-it,5,"In Texas, how much time do agencies have to respond to public records requests on Medicaid?","```json
{
 ""answer"": ""Under the Texas Public Information Act (TPIA), a governmental body must promptly release information held by it that is available to the public. If the governmental body intends to withhold information, it must request an attorney general opinion within 10 business days after receiving the request. The agency must then notify the requester of this action."",
 ""source"": ""Texas Attorney General - Public Information Act"",
 ""confidence"": ""high""
}
```","Under the Texas Public Information Act (TPIA), a governmental body must promptly release information held by it that is available to the public. If the governmental body intends to withhold information, it must request an attorney general opinion within 10 business days after receiving the request. The agency must then notify the requester of this action.",Texas Attorney General - Public Information Act,high,2026-04-20T03:55:43.301740+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,MA,google/gemma-4-26b-a4b-it,1,What is the state-level administration address for SNAP in Massachusetts?,"```json
{
  ""answer"": ""The SNAP program in Massachusetts is administered by the Department of Transitional Assistance (DTA). The main administrative address for the DTA is 100 Cambridge Street, Boston, MA 02118."",
  ""source"": ""https://www.mass.gov/orgs/department-of-transitional-assistance"",
  ""confidence"": ""high""
}
```","The SNAP program in Massachusetts is administered by the Department of Transitional Assistance (DTA). The main administrative address for the DTA is 100 Cambridge Street, Boston, MA 02118.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,2026-04-20T03:55:47.895142+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,MA,google/gemma-4-26b-a4b-it,2,What is the state-level administration address for SNAP in Massachusetts?,"```json
{
  ""answer"": ""The state-level administration for SNAP in Massachusetts is handled by the Department of Transitional Assistance (DTA). The DTA headquarters address is 100 Cambridge Street, Boston, MA 02118."",
  ""source"": ""https://www.mass.gov/orgs/department-of-transitional-assistance"",
  ""confidence"": ""high""
}
```","The state-level administration for SNAP in Massachusetts is handled by the Department of Transitional Assistance (DTA). The DTA headquarters address is 100 Cambridge Street, Boston, MA 02118.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,2026-04-20T03:55:51.932879+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,MA,google/gemma-4-26b-a4b-it,3,What is the state-level administration address for SNAP in Massachusetts?,"```json
{
 ""answer"": ""The state-level administration for SNAP (Supplemental Nutrition Assistance Program) in Massachusetts is managed by the Department of Transitional Assistance (DTA). The central administrative office address is 100 Cambridge Street, Suite 220, Boston, MA 02118."",
 ""source"": ""https://www.mass.gov/orgs/department-of-transitional-assistance"",
 ""confidence"": ""high""
}
```","The state-level administration for SNAP (Supplemental Nutrition Assistance Program) in Massachusetts is managed by the Department of Transitional Assistance (DTA). The central administrative office address is 100 Cambridge Street, Suite 220, Boston, MA 02118.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,2026-04-20T03:55:57.179035+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,MA,google/gemma-4-26b-a4b-it,4,What is the state-level administration address for SNAP in Massachusetts?,"```json
{
  ""answer"": ""The state-level administration for SNAP in Massachusetts is managed by the Department of Transitional Assistance (DTA). Their main office address is 1000 Massachusetts Avenue, Boston, MA 02119."",
  ""source"": ""https://www.mass.gov/orgs/department-of-transitional-assistance"",
  ""confidence"": ""high""
}
```","The state-level administration for SNAP in Massachusetts is managed by the Department of Transitional Assistance (DTA). Their main office address is 1000 Massachusetts Avenue, Boston, MA 02119.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,2026-04-20T03:56:02.136913+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,MA,google/gemma-4-26b-a4b-it,5,What is the state-level administration address for SNAP in Massachusetts?,"```json
{
  ""answer"": ""The state-level administration for SNAP (Supplemental Nutrition Assistance Program) in Massachusetts is managed by the Department of Transitional Assistance (DTA). The administrative address is 1000 Washington Street, Suite 150, Boston, MA 02118."",
  ""source"": ""https://www.mass.gov/orgs/department-of-transitional-assistance"",
  ""confidence"": ""high""
}
```","The state-level administration for SNAP (Supplemental Nutrition Assistance Program) in Massachusetts is managed by the Department of Transitional Assistance (DTA). The administrative address is 1000 Washington Street, Suite 150, Boston, MA 02118.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,2026-04-20T03:56:07.140283+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,RI,google/gemma-4-26b-a4b-it,1,What is the state-level administration address for SNAP in Rhode Island?,"```json
{
  ""answer"": ""The Rhode Island Department of Human Services (RI DHS) administers the Supplemental Nutrition Assistance Program (SNAP). The main administrative address for the Department of Human Services is 60 Washington Street, Providence, RI 02903."",
  ""source"": ""https://dhs.ri.gov/"",
  ""confidence"": ""high""
}
```","The Rhode Island Department of Human Services (RI DHS) administers the Supplemental Nutrition Assistance Program (SNAP). The main administrative address for the Department of Human Services is 60 Washington Street, Providence, RI 02903.",https://dhs.ri.gov/,high,2026-04-20T03:56:12.172954+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,RI,google/gemma-4-26b-a4b-it,2,What is the state-level administration address for SNAP in Rhode Island?,"```json
{
  ""answer"": ""The state-level administration for SNAP in Rhode Island is managed by the Rhode Island Department of Human Services (RI DHS). The address for their headquarters is 60 Washington Street, Providence, RI 02903."",
  ""source"": ""https://dhs.ri.gov/"",
  ""confidence"": ""high""
}
```","The state-level administration for SNAP in Rhode Island is managed by the Rhode Island Department of Human Services (RI DHS). The address for their headquarters is 60 Washington Street, Providence, RI 02903.",https://dhs.ri.gov/,high,2026-04-20T03:56:20.594878+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,RI,google/gemma-4-26b-a4b-it,3,What is the state-level administration address for SNAP in Rhode Island?,"```json
{
  ""answer"": ""The Rhode Island Department of Human Services (RI DHS) handles the administration of SNAP. The main administrative address for the Department of Human Services is 60 Washington Street, Providence, RI 02903."",
  ""source"": ""https://dhs.ri.gov/"",
  ""confidence"": ""high""
}
```","The Rhode Island Department of Human Services (RI DHS) handles the administration of SNAP. The main administrative address for the Department of Human Services is 60 Washington Street, Providence, RI 02903.",https://dhs.ri.gov/,high,2026-04-20T03:56:25.107349+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,RI,google/gemma-4-26b-a4b-it,4,What is the state-level administration address for SNAP in Rhode Island?,"```json
{
  ""answer"": ""The state-level administration for SNAP (Supplemental Nutrition Assistance Program) in Rhode Island is managed by the Rhode Island Department of Human Services (RI DHS). The agency's main administrative address is 610 Smith Street, Providence, RI 02903."",
  ""source"": ""https://dhs.ri.gov/"",
  ""confidence"": ""high""
}
```","The state-level administration for SNAP (Supplemental Nutrition Assistance Program) in Rhode Island is managed by the Rhode Island Department of Human Services (RI DHS). The agency's main administrative address is 610 Smith Street, Providence, RI 02903.",https://dhs.ri.gov/,high,2026-04-20T03:56:30.028895+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,RI,google/gemma-4-26b-a4b-it,5,What is the state-level administration address for SNAP in Rhode Island?,"```json
{
  ""answer"": ""The Rhode Island Department of Human Services (RI DHS) administers the Supplemental Nutrition Assistance Program (SNAP). The state-level administration address is: Rhode Island Department of Human Services, 610 Smith Street, Providence, RI 02903."",
  ""source"": ""https://dhs.ri.gov/"",
  ""confidence"": ""high""
}
```","The Rhode Island Department of Human Services (RI DHS) administers the Supplemental Nutrition Assistance Program (SNAP). The state-level administration address is: Rhode Island Department of Human Services, 610 Smith Street, Providence, RI 02903.",https://dhs.ri.gov/,high,2026-04-20T03:56:35.325191+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,CA,google/gemma-4-26b-a4b-it,1,What is the state-level administration address for SNAP in California?,"```json
{
  ""answer"": ""In California, the SNAP program (known as CalFresh) is administered by the California Department of Social Services (CDSS). The state-level administrative address for the CDSS is 7401 Governor Nelsonrlc Drive, Sacramento, CA 95867."",
  ""source"": ""https://www.cdss.ca.gov/"",
  ""confidence"": ""high""
}
```","In California, the SNAP program (known as CalFresh) is administered by the California Department of Social Services (CDSS). The state-level administrative address for the CDSS is 7401 Governor Nelsonrlc Drive, Sacramento, CA 95867.",https://www.cdss.ca.gov/,high,2026-04-20T03:56:40.045111+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,CA,google/gemma-4-26b-a4b-it,2,What is the state-level administration address for SNAP in California?,"```json
{
  ""answer"": ""In California, the SNAP program (known as CalFresh) is administered by the California Department of Social Services (CDSS). The state-level administration address is: California Department of Social Services, 1001тельность Street, Sacramento, CA 95814."",
  ""source"": ""https://www.cdss.ca.gov/"",
  ""confidence"": ""high""
}
```","In California, the SNAP program (known as CalFresh) is administered by the California Department of Social Services (CDSS). The state-level administration address is: California Department of Social Services, 1001тельность Street, Sacramento, CA 95814.",https://www.cdss.ca.gov/,high,2026-04-20T03:56:44.906138+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,CA,google/gemma-4-26b-a4b-it,3,What is the state-level administration address for SNAP in California?,"```json
{
  ""answer"": ""The state-level administration for SNAP (known as CalFresh in California) is handled by the California Department of Social Services (CDSS). The main administrative address for the CDSS is 7401 ნ Broadway, MC #94-15, Sacramento, CA 95816-4848."",
  ""source"": ""https://www.cdss.ca.gov/"",
  ""confidence"": ""high""
}
```","The state-level administration for SNAP (known as CalFresh in California) is handled by the California Department of Social Services (CDSS). The main administrative address for the CDSS is 7401 ნ Broadway, MC #94-15, Sacramento, CA 95816-4848.",https://www.cdss.ca.gov/,high,2026-04-20T03:56:49.863787+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,CA,google/gemma-4-26b-a4b-it,4,What is the state-level administration address for SNAP in California?,"```json
{
 ""answer"": ""The state-level administration for SNAP (known as CalFresh in California) is managed by the California Department of Social Services (CDSS). The primary administrative address for the CDSS is 1001тельность Street, MS 1-17-1, Sacramento, CA 95814."",
 ""source"": ""https://www.cdss.ca.gov/"",
 ""confidence"": ""high""
}
```","The state-level administration for SNAP (known as CalFresh in California) is managed by the California Department of Social Services (CDSS). The primary administrative address for the CDSS is 1001тельность Street, MS 1-17-1, Sacramento, CA 95814.",https://www.cdss.ca.gov/,high,2026-04-20T03:56:54.853314+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,CA,google/gemma-4-26b-a4b-it,5,What is the state-level administration address for SNAP in California?,"```json
{
  ""answer"": ""The state-level administration for SNAP (known as CalFresh in California) is managed by the California Department of Social Services (CDSS). The main administration address is: California Department of Social Services, 7401 Carson Street, Los Angeles, CA 90061."",
  ""source"": ""https://www.cdss.ca.gov/"",
  ""confidence"": ""high""
}
```","The state-level administration for SNAP (known as CalFresh in California) is managed by the California Department of Social Services (CDSS). The main administration address is: California Department of Social Services, 7401 Carson Street, Los Angeles, CA 90061.",https://www.cdss.ca.gov/,high,2026-04-20T03:56:59.875952+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,NY,google/gemma-4-26b-a4b-it,1,What is the state-level administration address for SNAP in New York?,"```json
{
  ""answer"": ""The state-level administration for SNAP (Supplemental Nutrition Assistance Program) in New York is managed by the New York State Office of Temporary and Disability Assistance (OTDA). The administrative address is: New York State Office of Temporary and Disability Assistance, 64 Battle Grove, Albany, NY 12203."",
  ""source"": ""https://otda.ny.gov/"",
  ""confidence"": ""high""
}
```","The state-level administration for SNAP (Supplemental Nutrition Assistance Program) in New York is managed by the New York State Office of Temporary and Disability Assistance (OTDA). The administrative address is: New York State Office of Temporary and Disability Assistance, 64 Battle Grove, Albany, NY 12203.",https://otda.ny.gov/,high,2026-04-20T03:57:04.554164+00:00,
What is the state-level administration address for {program} in {state}?,SNAP,NY,google/gemma-4-26b-a4b-it,2,What is the state-level administration address for SNAP in New York?,"```json
{
  ""answer"": ""The state-level administration for SNAP in New York is handled by the New York State Office of Temporary and Disability Assistance (OTDA). The administrative address is: NYS Office of Temporary and Disability Assistance, 64 Frances Avenue, Albany, NY 12239."",
  ""source"": ""https://otda.ny.gov/"",
  ""confidence"": ""high""
}
```","The state-level administration for SNAP in New York is handled by the New York State Office of Temporary and Disability Assistance (OTDA). The administrative address is: NYS Office of Temporary and Disability Assistance, 64 Frances Avenue, Albany, NY 12239.",https://otda.ny.gov/,high,2026-04-20T03:57:09.445645+00:00,
