question_template,program,state,model,run_number,question_type,ground_truth,answer_extracted,source,confidence,run_correct
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,CA,anthropic/claude-opus-4.7,4,phone,1-866-675-6623,1-866-675-6623,https://www.csd.ca.gov/energybills (California Department of Community Services and Development),high,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,CA,anthropic/claude-opus-4.7,5,phone,1-866-675-6623,1-866-675-6623,https://www.csd.ca.gov/Pages/Low-Income-Home-Energy-Assistance-Program.aspx,high,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,NY,anthropic/claude-opus-4.7,1,phone,1-800-342-3009,1-800-342-3009,https://otda.ny.gov/programs/heap/,high,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,NY,anthropic/claude-opus-4.7,2,phone,1-800-342-3009,1-800-342-3009,https://otda.ny.gov/programs/heap/,high,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,NY,anthropic/claude-opus-4.7,3,phone,1-800-342-3009,1-800-342-3009,https://otda.ny.gov/programs/heap/,high,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,NY,anthropic/claude-opus-4.7,4,phone,1-800-342-3009,1-800-342-3009,https://otda.ny.gov/programs/heap/,high,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,NY,anthropic/claude-opus-4.7,5,phone,1-800-342-3009,1-800-342-3009,https://otda.ny.gov/programs/heap/,high,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,TX,anthropic/claude-opus-4.7,1,phone,1-877-399-8939,1-877-399-8939,https://www.tdhca.state.tx.us/community-affairs/ceap/index.htm,high,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,TX,anthropic/claude-opus-4.7,2,phone,1-877-399-8939,1-877-399-8939,Texas Department of Housing and Community Affairs (TDHCA) - https://www.tdhca.state.tx.us/community-affairs/ceap/,medium,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,TX,anthropic/claude-opus-4.7,3,phone,1-877-399-8939,1-877-399-8939,Texas Department of Housing and Community Affairs (TDHCA) - https://www.tdhca.state.tx.us/community-affairs/ceap/,medium,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,TX,anthropic/claude-opus-4.7,4,phone,1-877-399-8939,1-877-399-8939,Texas Department of Housing and Community Affairs (TDHCA) - https://www.tdhca.state.tx.us/community-affairs/ceap/,medium,True
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,TX,anthropic/claude-opus-4.7,5,phone,1-877-399-8939,1-877-399-8939,https://www.tdhca.state.tx.us/community-affairs/ceap/index.htm,high,True
Which agency administers {program} in {state}?,SNAP,MA,google/gemma-4-26b-a4b-it,1,agency,The Massachusetts Department of Transitional Assistance (DTA),"In Massachusetts, the Supplemental Nutrition Assistance Program (SNAP) is administered by the Department of Transitional Assistance (DTA).",https://www.mass.gov/orgs/department-of-transitional-assistance,high,True
Which agency administers {program} in {state}?,SNAP,MA,google/gemma-4-26b-a4b-it,2,agency,The Massachusetts Department of Transitional Assistance (DTA),The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Department of Transitional Assistance (DTA).,https://www.mass.gov/orgs/department-of-transitional-assistance,high,True
Which agency administers {program} in {state}?,SNAP,MA,google/gemma-4-26b-a4b-it,3,agency,The Massachusetts Department of Transitional Assistance (DTA),"In Massachusetts, the Supplemental Nutrition Assistance Program (SNAP) is administered by the Department of Transitional Assistance (DTA).",https://www.mass.gov/orgs/department-of-transitional-assistance,high,True
Which agency administers {program} in {state}?,SNAP,MA,google/gemma-4-26b-a4b-it,4,agency,The Massachusetts Department of Transitional Assistance (DTA),"The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Division of Transitional Assistance (DTA), which is part of the Executive Office of Health and Human Services.",https://www.mass.gov/orgs/division-of-transitional-assistance,high,True
Which agency administers {program} in {state}?,SNAP,MA,google/gemma-4-26b-a4b-it,5,agency,The Massachusetts Department of Transitional Assistance (DTA),"The Supplemental Nutrition Assistance Program (SNAP) in Massachusetts is administered by the Division of Transitional Assistance (DTA), which is part of the Executive Office of Health and Human Services.",https://www.mass.gov/orgs/division-of-transitional-assistance,high,True
Which agency administers {program} in {state}?,SNAP,RI,google/gemma-4-26b-a4b-it,1,agency,The Rhode Island Department of Human Services (DHS),The Rhode Island Department of Human Services (RI DHS) administers the Supplemental Nutrition Assistance Program (SNAP) in Rhode Island.,https://dhs.ri.gov/,high,True
Which agency administers {program} in {state}?,SNAP,RI,google/gemma-4-26b-a4b-it,2,agency,The Rhode Island Department of Human Services (DHS),The Supplemental Nutrition Assistance Program (SNAP) in Rhode Island is administered by the Rhode Island Department of Human Services (RI DHS).,https://dhs.ri.gov/,high,True
Which agency administers {program} in {state}?,SNAP,RI,google/gemma-4-26b-a4b-it,3,agency,The Rhode Island Department of Human Services (DHS),The Rhode Island Department of Human Services (Rhode Island DHS) administers the Supplemental Nutrition Assistance Program (SNAP) in the state.,https://dhs.ri.gov/,high,True
Which agency administers {program} in {state}?,SNAP,RI,google/gemma-4-26b-a4b-it,4,agency,The Rhode Island Department of Human Services (DHS),"In Rhode Island, the Supplemental Nutrition Assistance Program (SNAP) is administered by the Department of Human Services (DHS).",https://dhs.ri.gov/,high,True
Which agency administers {program} in {state}?,SNAP,RI,google/gemma-4-26b-a4b-it,5,agency,The Rhode Island Department of Human Services (DHS),The Rhode Island Department of Human Services (Rhode Island DHS) administers the Supplemental Nutrition Assistance Program (SNAP) in Rhode Island.,https://dhs.ri.gov/,high,True
Which agency administers {program} in {state}?,SNAP,CA,google/gemma-4-26b-a4b-it,1,agency,The California Department of Social Services (CDSS),"In California, the Supplemental Nutrition Assistance Program (SNAP) is administered by the California Department of Social Services (CDSS). Local county offices are responsible for providing services and managing individual cases.",https://www.cdss.ca.gov/inforesources/calfresh,high,True
Which agency administers {program} in {state}?,SNAP,CA,google/gemma-4-26b-a4b-it,2,agency,The California Department of Social Services (CDSS),"In California, the Supplemental Nutrition Assistance Program (SNAP), known locally as CalFresh, is administered by the California Department of Social Services (CDSS) in partnership with each county's local social services agency.",https://www.cdss.ca.gov/inforesources/calfresh,high,True
Which agency administers {program} in {state}?,SNAP,CA,google/gemma-4-26b-a4b-it,3,agency,The California Department of Social Services (CDSS),"In California, the Supplemental Nutrition Assistance Program (SNAP) is administered by the California Department of Social Services (CDSS).",https://www.cdss.ca.gov/,high,True
Which agency administers {program} in {state}?,SNAP,CA,google/gemma-4-26b-a4b-it,4,agency,The California Department of Social Services (CDSS),"In California, the Supplemental Nutrition Assistance Program (SNAP) is administered by the California Department of Social Services (CDSS) through its CalFresh program.",https://www.cdss.ca.gov/inforesources/calfresh,high,True
Which agency administers {program} in {state}?,SNAP,CA,google/gemma-4-26b-a4b-it,5,agency,The California Department of Social Services (CDSS),"In California, the Supplemental Nutrition Assistance Program (SNAP) is administered by the California Department of Social Services (CDSS) through its CalFresh program.",https://www.cdss.ca.gov/inforesources/calfresh,high,True
Which agency administers {program} in {state}?,SNAP,NY,google/gemma-4-26b-a4b-it,1,agency,The New York State Office of Temporary and Disability Assistance (OTDA),The Supplemental Nutrition Assistance Program (SNAP) in New York is administered by the New York State Office of Temporary and Disability Assistance (OTDA) in partnership with local county departments of social services.,https://otda.ny.gov/snap/,high,True
Which agency administers {program} in {state}?,SNAP,NY,google/gemma-4-26b-a4b-it,2,agency,The New York State Office of Temporary and Disability Assistance (OTDA),"In New York, the Supplemental Nutrition Assistance Program (SNAP) is administered by the New York State Office of Temporary and Disability Assistance (OTDA) in partnership with local county social services agencies.",https://otda.ny.gov/programs/snap/index.html,high,True
Which agency administers {program} in {state}?,SNAP,NY,google/gemma-4-26b-a4b-it,3,agency,The New York State Office of Temporary and Disability Assistance (OTDA),The Supplemental Nutrition Assistance Program (SNAP) in New York is administered by the New York State Office of Temporary and Disability Assistance (OTDA) through its local Department of Social Services (DSS) or Department of Social Services (DSS) offices in each county.,https://otda.ny.gov/assistance/snap/,high,True
Which agency administers {program} in {state}?,SNAP,NY,google/gemma-4-26b-a4b-it,4,agency,The New York State Office of Temporary and Disability Assistance (OTDA),"In New York, the Supplemental Nutrition Assistance Program (SNAP) is administered by the New York State Office of Temporary and Disability Assistance (OTDA) in partnership with local Department of Social Services (DSS) or Department of Social Services (DSS) agencies in each county.",https://otda.ny.gov/assistance/snap/index.html,high,True
Which agency administers {program} in {state}?,SNAP,NY,google/gemma-4-26b-a4b-it,5,agency,The New York State Office of Temporary and Disability Assistance (OTDA),The Supplemental Nutrition Assistance Program (SNAP) in New York is administered by the New York State Office of Temporary and Disability Assistance (OTDA) in partnership with local county social services agencies.,https://otda.ny.gov/programs/snap/index.티,high,True
Which agency administers {program} in {state}?,SNAP,TX,google/gemma-4-26b-a4b-it,1,agency,The Texas Health and Human Services Commission (HHSC),"In Texas, the Supplemental Nutrition Assistance Program (SNAP) is administered by the Texas Health and Human Services Commission (HHSC).",https://www.tnlasso.com/ (Texas Health and Human Services Commission),high,True
Which agency administers {program} in {state}?,SNAP,TX,google/gemma-4-26b-a4b-it,2,agency,The Texas Health and Human Services Commission (HHSC),"In Texas, the Supplemental Nutrition Assistance Program (SNAP) is administered by the Texas Health and Human Services Commission (HHSC).",https://www.tnlasso.com/ (Texas Health and Human Services Commission official website),high,True
Which agency administers {program} in {state}?,SNAP,TX,google/gemma-4-26b-a4b-it,3,agency,The Texas Health and Human Services Commission (HHSC),The Texas Health and Human Services Commission (HHSC) administers the Supplemental Nutrition Assistance Program (SNAP) in Texas.,https://www.tnbenefits.com/ (Texas Health and Human Services Commission),high,True
Which agency administers {program} in {state}?,SNAP,TX,google/gemma-4-26b-a4b-it,4,agency,The Texas Health and Human Services Commission (HHSC),The Texas Health and Human Services Commission (HHSC) administers the Supplemental Nutrition Assistance Program (SNAP) in Texas.,https://www.tnstarbenefits.com/ (Texas Health and Human Services Commission),high,True
Which agency administers {program} in {state}?,SNAP,TX,google/gemma-4-26b-a4b-it,5,agency,The Texas Health and Human Services Commission (HHSC),The Texas Health and Human Services Commission (HHSC) administers the Supplemental Nutrition Assistance Program (SNAP) in Texas.,https://www.truehandsonline.com/snap/about-snap/,high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,MA,google/gemma-4-26b-a4b-it,1,response_time,10 business days with 20-30 business days extension,"Under the Massachusetts Public Records Law, a public agency must respond to a public records request within 10 business days. The response must either deny the request in writing (stating the reasons for denial) or provide a written estimate of when the records will be made available.",Massachusetts Secretary of the Commonwealth - Public Records Law (https://www.sec.state.ma.us/divisions/public-records/),high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,MA,google/gemma-4-26b-a4b-it,2,response_time,10 business days with 20-30 business days extension,"Under the Massachusetts Public Records Law, agencies must respond to a public records request within 10 business days. This response must either provide the requested records, deny the request (stating the specific reason for denial), or provide a written explanation of why the agency cannot immediately provide the records and an estimate of when they will be available.",https://www.mass.gov/info-details/public-records-law,high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,MA,google/gemma-4-26b-a4b-it,3,response_time,10 business days with 20-30 business days extension,"Under the Massachusetts Public Records Law, state agencies must respond to public records requests within 10 business days. The response must either provide the record, deny the request in writing (providing reasons for the denial), or provide a written statement that the agency needs more time to respond. If more time is needed, the agency must provide a specific date by which it will respond.","Massachusetts Secretary of the Commonwealth, Public Records Law (M.G.L. c. 66, § 10)",high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,MA,google/gemma-4-26b-a4b-it,4,response_time,10 business days with 20-30 business days extension,"Under the Massachusetts Public Records Law, agencies must respond to a public records request within 10 business days. This response must either provide the requested records, deny the request with a written explanation of the legal basis for the denial, or provide a written notice that the agency requires additional time to respond (up to an additional 10 business days) if the request is voluminous or requires extensive searching/redaction.",Massachusetts Secretary of the Commonwealth - Public Records Law (https://www.sec.state.ma.us/divisions/publicrecords/),high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,MA,google/gemma-4-26b-a4b-it,5,response_time,10 business days with 20-30 business days extension,"Under the Massachusetts Public Records Law, agencies are required to respond to public records requests within 10 business days. This response must either provide the requested records, deny the request (providing a legal reason for the denial), or provide a written explanation of why the agency cannot fulfill the request within that timeframe.","Massachusetts Secretary of the Commonwealth, Public Records Division (sec.state.ma.us)",high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,RI,google/gemma-4-26b-a4b-it,1,response_time,10 business days with 20 business days extension,,https://rules.sos.ri.gov/rules/index.php,low,
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,RI,google/gemma-4-26b-a4b-it,2,response_time,10 business days with 20 business days extension,"Under the Rhode Island Access to Information Act (RTIA), agencies must respond to public records requests within ten (10) business days. If the agency is unable to respond within this timeframe, they must notify the requester of the delay and provide a reason for the extension.","Rhode Island Department of Administration, Division of Administration - Rhode Island Access to Information Act",high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,RI,google/gemma-4-26b-a4b-it,3,response_time,10 business days with 20 business days extension,"Under the Rhode Island Access to Information Act (AIA), state agencies are required to respond to public records requests within ten (10) business days. If the agency cannot provide the records within this timeframe, they must notify the requester in writing, stating the reasons for the delay and providing a reasonable expectation of when the records will be available.",Rhode Island General Assembly - Rhode Island Access to Information Act (R.I. Gen. Laws § 38-2),high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,RI,google/gemma-4-26b-a4b-it,4,response_time,10 business days with 20 business days extension,"In Rhode Island, agencies are required to respond to public records requests within 10 business days. If the agency is unable to respond within this timeframe, they must provide a written explanation for the delay and an estimated date by which the response will be provided.",Rhode Island Office of the Attorney General - Access to Public Records Act (APRA),high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,RI,google/gemma-4-26b-a4b-it,5,response_time,10 business days with 20 business days extension,"In Rhode Island, public records requests (including those regarding Medicaid) are governed by the Access to Public Records Act (APRA). Agencies are required to respond to requests within ten (10) business days. This response must either provide the requested records, deny the request, or provide a written explanation of why the request cannot be fulfilled at that time.",Rhode Island Office of the Attorney General - Access to Public Records Act (APRA),high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,CA,google/gemma-4-26b-a4b-it,1,response_time,10 calendar days  with 14 calendar days extension,"In California, public records requests are governed by the California Public Records Act (CPRA). Agencies are required to respond to a request for records within 10 days. This response must either notify the requester that the request has been received and is being processed, deny the request, or notify the requester that certain portions of the request are exempt from disclosure. The 10-day period is for an initial response/determination, not necessarily for the full production of all records, which may take longer depending on the complexity of the request and extensions allowed under the law.",California Department of Justice - California Public Records Act (https://oag.ca.gov/public-records),high,False
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,CA,google/gemma-4-26b-a4b-it,2,response_time,10 calendar days  with 14 calendar days extension,"In California, public records requests are governed by the California Public Records Act (CPRA). Under the CPRA, a public agency must notify the requester in writing within 10 days of receiving the request, stating whether the request has been granted, denied, or if a clarification is needed. The agency then has 10 days from that notification to determine whether to comply with the request, though they may seek an extension of time if they demonstrate substantial compelling reasons.",https://leginfo.legislature.ca.gov/faces/codes_displayText.xhtml?division=3.&part=1.&lawCode=GOV&title=2.&object=0,high,False
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,CA,google/gemma-4-26b-a4b-it,3,response_time,10 calendar days  with 14 calendar days extension,"In California, public records requests are governed by the California Public Records Act (CPRA). Under the CPRA, a public agency must respond to a request within 10 days. This response must either notify the requester that the request has been received and will be processed, or notify the requester that the request is being denied in whole or in part. This 10-day response is not a deadline for the actual production of records, but rather a deadline for an initial determination.",https://leginfo.legislature.ca.gov/faces/codes_displayText.xhtml?division=3.&part=1.&lawCode=GOV&object=California_Government_Code%216000-%216499.xhtml,high,False
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,CA,google/gemma-4-26b-a4b-it,4,response_time,10 calendar days  with 14 calendar days extension,"Under the California Public Records Act (CPRA), state agencies are required to respond to a public records request within 10 days. This response must either notify the requester that the request has been received and is being processed, deny the request, or notify the requester that more information is needed to identify the records. However, the agency may extend this period by an additional 14 days if it is reasonably described that the request requires extensive searching or compilation, provided they notify the requester of the extension within the initial 10-day period.",California State Archives (https://archives.ca.gov/),high,False
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,CA,google/gemma-4-26b-a4b-it,5,response_time,10 calendar days  with 14 calendar days extension,"In California, public records requests are governed by the California Public Records Act (CPRA). Under the CPRA, a public agency must respond to a request within 10 days. This response must either notify the requester that the request has been received and will be processed, or notify the requester that the request is being denied in whole or in part.",California State Legislature - California Public Records Act (Government Code Section 7920.000 et seq.),high,False
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,google/gemma-4-26b-a4b-it,1,response_time,5 business days with 15 business days extension,"Under the New York Freedom of Information Law (FOIL), agencies are required to respond to public records requests within five business days. In this response, the agency must either grant the request, deny it, or provide a date when the request will be granted or denied. If a request is denied, the agency must provide the specific reason for the denial.",New York State Committee on Open Government (https://opencm.ny.gov/foil/foil-basics),high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,google/gemma-4-26b-a4b-it,2,response_time,5 business days with 15 business days extension,"Under the New York Freedom of Information Law (FOIL), agencies are required to respond to public records requests within five business days. The response must either grant or deny the request, or provide a specific date by which the agency expects to be able to respond.",New York State Committee on Open Government (https://open.ny.gov/foil),high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,google/gemma-4-26b-a4b-it,3,response_time,5 business days with 15 business days extension,"In New York, public records requests are governed by the Freedom of Information Law (FOIL). Under FOIL, agencies are required to respond to a request within five business days. The response must either grant or deny the request, or provide a reasonable estimate of the time it will take to comply.",https://open.ny.gov/freedom-information-law-foil,high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,google/gemma-4-26b-a4b-it,4,response_time,5 business days with 15 business days extension,"Under the New York Freedom of Information Law (FOIL), agencies are required to respond to public records requests within five business days. This response must either grant or deny the request, or provide a reasonable estimate of when the records will be available if they cannot be produced immediately. While the specific time to fulfill the request can vary based on the volume and complexity of the records, the initial response timeline is five business days.",https://www.dos.ny.gov/freedom-information-law,high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,NY,google/gemma-4-26b-a4b-it,5,response_time,5 business days with 15 business days extension,"Under the New York Freedom of Information Law (FOIL), agencies are required to respond to public records requests within five business days. This response must either grant or deny the request, or provide a reasonable estimate of when the records will be available. However, the law allows for extensions if the request is voluminous or requires extensive searching.",New York State Committee on Open Government (https://opengov.ny.gov/freedom-information-law-foil),high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,google/gemma-4-26b-a4b-it,1,response_time,10 business days,"Under the Texas Public Information Act (TPIA), a governmental body must promptly notify the requesting official of its determination not to release the information or of any part thereof requested, or of any specific exception taken to the information. If the agency intends to withhold information based on an exception, it must seek a ruling from the Office of the Attorney General within 10 business days after receiving the request.",Texas Attorney General - Public Information Act (https://www.texasattorneygeneral.gov/public-information),high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,google/gemma-4-26b-a4b-it,2,response_time,10 business days,"Under the Texas Public Information Act, a governmental body must promptly produce the information requested. If the information is not promptly produced, the governmental body must seek an attorney general decision within 10 business days to withhold the information.",Texas Attorney General - Public Information Act,high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,google/gemma-4-26b-a4b-it,3,response_time,10 business days,"In Texas, under the Public Information Act, a governmental body must promptly release information that is not excepted from disclosure. If the agency intends to withhold information based on an exception, it must request an attorney general opinion within 10 business days after receiving the request. While there is no specific mandated number of days for a 'response' to a simple request, the 10-day rule governs the process for deciding whether information can be withheld.",Texas Attorney General - Public Information Act,high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,google/gemma-4-26b-a4b-it,4,response_time,10 business days,"Under the Texas Public Information Act (TPIA), a governmental body must promptly notify the requesting official of the date by which it will take action on the request. If the agency intends to withhold information, it must request an open records decision from the Office of the Attorney General within 10 business days after receiving the request.",Texas Attorney General - Public Information Act,high,True
"In {state}, how much time do agencies have to respond to public records requests on {program}?",Medicaid,TX,google/gemma-4-26b-a4b-it,5,response_time,10 business days,"Under the Texas Public Information Act (TPIA), a governmental body must promptly release information held by it that is available to the public. If the governmental body intends to withhold information, it must request an attorney general opinion within 10 business days after receiving the request. The agency must then notify the requester of this action.",Texas Attorney General - Public Information Act,high,True
What is the state-level administration address for {program} in {state}?,SNAP,MA,google/gemma-4-26b-a4b-it,1,address,"DTA Document Processing Center
P.O. Box 4406
Taunton, MA 02780-0420","The SNAP program in Massachusetts is administered by the Department of Transitional Assistance (DTA). The main administrative address for the DTA is 100 Cambridge Street, Boston, MA 02118.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,False
What is the state-level administration address for {program} in {state}?,SNAP,MA,google/gemma-4-26b-a4b-it,2,address,"DTA Document Processing Center
P.O. Box 4406
Taunton, MA 02780-0420","The state-level administration for SNAP in Massachusetts is handled by the Department of Transitional Assistance (DTA). The DTA headquarters address is 100 Cambridge Street, Boston, MA 02118.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,False
What is the state-level administration address for {program} in {state}?,SNAP,MA,google/gemma-4-26b-a4b-it,3,address,"DTA Document Processing Center
P.O. Box 4406
Taunton, MA 02780-0420","The state-level administration for SNAP (Supplemental Nutrition Assistance Program) in Massachusetts is managed by the Department of Transitional Assistance (DTA). The central administrative office address is 100 Cambridge Street, Suite 220, Boston, MA 02118.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,False
What is the state-level administration address for {program} in {state}?,SNAP,MA,google/gemma-4-26b-a4b-it,4,address,"DTA Document Processing Center
P.O. Box 4406
Taunton, MA 02780-0420","The state-level administration for SNAP in Massachusetts is managed by the Department of Transitional Assistance (DTA). Their main office address is 1000 Massachusetts Avenue, Boston, MA 02119.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,False
What is the state-level administration address for {program} in {state}?,SNAP,MA,google/gemma-4-26b-a4b-it,5,address,"DTA Document Processing Center
P.O. Box 4406
Taunton, MA 02780-0420","The state-level administration for SNAP (Supplemental Nutrition Assistance Program) in Massachusetts is managed by the Department of Transitional Assistance (DTA). The administrative address is 1000 Washington Street, Suite 150, Boston, MA 02118.",https://www.mass.gov/orgs/department-of-transitional-assistance,high,False
What is the state-level administration address for {program} in {state}?,SNAP,RI,google/gemma-4-26b-a4b-it,1,address,"RI Department of Human Services
P.O. Box 8709
Cranston, RI 02920-8787","The Rhode Island Department of Human Services (RI DHS) administers the Supplemental Nutrition Assistance Program (SNAP). The main administrative address for the Department of Human Services is 60 Washington Street, Providence, RI 02903.",https://dhs.ri.gov/,high,False
What is the state-level administration address for {program} in {state}?,SNAP,RI,google/gemma-4-26b-a4b-it,2,address,"RI Department of Human Services
P.O. Box 8709
Cranston, RI 02920-8787","The state-level administration for SNAP in Rhode Island is managed by the Rhode Island Department of Human Services (RI DHS). The address for their headquarters is 60 Washington Street, Providence, RI 02903.",https://dhs.ri.gov/,high,False
What is the state-level administration address for {program} in {state}?,SNAP,RI,google/gemma-4-26b-a4b-it,3,address,"RI Department of Human Services
P.O. Box 8709
Cranston, RI 02920-8787","The Rhode Island Department of Human Services (RI DHS) handles the administration of SNAP. The main administrative address for the Department of Human Services is 60 Washington Street, Providence, RI 02903.",https://dhs.ri.gov/,high,False
What is the state-level administration address for {program} in {state}?,SNAP,RI,google/gemma-4-26b-a4b-it,4,address,"RI Department of Human Services
P.O. Box 8709
Cranston, RI 02920-8787","The state-level administration for SNAP (Supplemental Nutrition Assistance Program) in Rhode Island is managed by the Rhode Island Department of Human Services (RI DHS). The agency's main administrative address is 610 Smith Street, Providence, RI 02903.",https://dhs.ri.gov/,high,False
What is the state-level administration address for {program} in {state}?,SNAP,RI,google/gemma-4-26b-a4b-it,5,address,"RI Department of Human Services
P.O. Box 8709
Cranston, RI 02920-8787","The Rhode Island Department of Human Services (RI DHS) administers the Supplemental Nutrition Assistance Program (SNAP). The state-level administration address is: Rhode Island Department of Human Services, 610 Smith Street, Providence, RI 02903.",https://dhs.ri.gov/,high,False
What is the state-level administration address for {program} in {state}?,SNAP,CA,google/gemma-4-26b-a4b-it,1,address,"California Department of Social Services
744 P Street
Sacramento, CA 95814","In California, the SNAP program (known as CalFresh) is administered by the California Department of Social Services (CDSS). The state-level administrative address for the CDSS is 7401 Governor Nelsonrlc Drive, Sacramento, CA 95867.",https://www.cdss.ca.gov/,high,False
What is the state-level administration address for {program} in {state}?,SNAP,CA,google/gemma-4-26b-a4b-it,2,address,"California Department of Social Services
744 P Street
Sacramento, CA 95814","In California, the SNAP program (known as CalFresh) is administered by the California Department of Social Services (CDSS). The state-level administration address is: California Department of Social Services, 1001тельность Street, Sacramento, CA 95814.",https://www.cdss.ca.gov/,high,True
What is the state-level administration address for {program} in {state}?,SNAP,CA,google/gemma-4-26b-a4b-it,3,address,"California Department of Social Services
744 P Street
Sacramento, CA 95814","The state-level administration for SNAP (known as CalFresh in California) is handled by the California Department of Social Services (CDSS). The main administrative address for the CDSS is 7401 ნ Broadway, MC #94-15, Sacramento, CA 95816-4848.",https://www.cdss.ca.gov/,high,False
What is the state-level administration address for {program} in {state}?,SNAP,CA,google/gemma-4-26b-a4b-it,4,address,"California Department of Social Services
744 P Street
Sacramento, CA 95814","The state-level administration for SNAP (known as CalFresh in California) is managed by the California Department of Social Services (CDSS). The primary administrative address for the CDSS is 1001тельность Street, MS 1-17-1, Sacramento, CA 95814.",https://www.cdss.ca.gov/,high,True
What is the state-level administration address for {program} in {state}?,SNAP,CA,google/gemma-4-26b-a4b-it,5,address,"California Department of Social Services
744 P Street
Sacramento, CA 95814","The state-level administration for SNAP (known as CalFresh in California) is managed by the California Department of Social Services (CDSS). The main administration address is: California Department of Social Services, 7401 Carson Street, Los Angeles, CA 90061.",https://www.cdss.ca.gov/,high,False
What is the state-level administration address for {program} in {state}?,SNAP,NY,google/gemma-4-26b-a4b-it,1,address,"New York State Office of Temporary and Disability Assistance
40 North Pearl Street
Albany, NY 12243","The state-level administration for SNAP (Supplemental Nutrition Assistance Program) in New York is managed by the New York State Office of Temporary and Disability Assistance (OTDA). The administrative address is: New York State Office of Temporary and Disability Assistance, 64 Battle Grove, Albany, NY 12203.",https://otda.ny.gov/,high,False
What is the state-level administration address for {program} in {state}?,SNAP,NY,google/gemma-4-26b-a4b-it,2,address,"New York State Office of Temporary and Disability Assistance
40 North Pearl Street
Albany, NY 12243","The state-level administration for SNAP in New York is handled by the New York State Office of Temporary and Disability Assistance (OTDA). The administrative address is: NYS Office of Temporary and Disability Assistance, 64 Frances Avenue, Albany, NY 12239.",https://otda.ny.gov/,high,False
What is the state-level administration address for {program} in {state}?,SNAP,NY,google/gemma-4-26b-a4b-it,3,address,"New York State Office of Temporary and Disability Assistance
40 North Pearl Street
Albany, NY 12243","The state-level administration of SNAP in New York is managed by the New York State Office of Temporary and Disability Assistance (OTDA). The main administrative office is located at: 64 Battle Hollow Road, Albany, NY 12203.",https://otda.ny.gov/,high,False
What is the state-level administration address for {program} in {state}?,SNAP,NY,google/gemma-4-26b-a4b-it,4,address,"New York State Office of Temporary and Disability Assistance
40 North Pearl Street
Albany, NY 12243","The state-level administration for SNAP in New York is handled by the New York State Office of Temporary and Disability Assistance (OTDA). Their headquarters address is: NYS Office of Temporary and Disability Assistance, 64 Santee Street, New York, NY 10013.",https://otda.ny.gov/,high,False
